Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1000,0.03126488811813931,-0.6009297466381451,-31.39112996060481
1014.904673037697,0.03167060884392196,-0.6217420583494497,-31.85019883427336
1030.031495353754,0.03083919973012336,-0.6365314706870872,-32.28810801477286
1045.383778010532,0.03031356147176654,-0.6553896453504993,-32.75121689069726
1060.964881420691,0.03005135477956545,-0.6750241954313567,-33.20189695302619
1076.778216082745,0.03083303701599874,-0.697078717309927,-33.67173064379324
1092.827243327573,0.03053103225557515,-0.7120533613904174,-34.16617388094116
1109.115476076058,0.03050880834702081,-0.7431189335226562,-34.62578403608089
1125.646479608021,0.03237596168697524,-0.7614181523394217,-35.11783997142186
1142.423872342613,0.02978437758817443,-0.779576495658334,-35.63909129667911
1159.451326630338,0.03318879333800072,-0.8097569953652922,-36.09415884693341
1176.732569556887,0.03334350817261053,-0.8308758920478954,-36.64825139574842
1194.271383758942,0.02907683691893692,-0.8469717535627818,-37.18409679111372
1212.071608252146,0.02898402296880806,-0.8711957598988497,-37.7004286500122
1230.13713927142,0.02907665599373041,-0.9014444531727359,-38.21734649916756
1248.471931123787,0.031757898482147,-0.9287270833798545,-38.77546680311301
1267.079997053929,0.03215941615398282,-0.9602261324012106,-39.26431021647373
1285.965410122624,0.03527139608711259,-0.9853967773454129,-39.81603775787289
1305.132304098289,0.03127071034725169,-1.010968482098264,-40.39947063606072
1324.58487436181,0.0297712745747033,-1.039440780313091,-40.95740181529324
1344.327378824851,0.03226950318363584,-1.076004865369417,-41.55175650364087
1364.364138861859,0.03654782281810751,-1.104405917544048,-42.09292625129746
1384.699540255954,0.03353078125307782,-1.13843889050798,-42.68582022655552
1405.338034158918,0.03338146146110302,-1.174005006368827,-43.26566774949413
1426.284138065496,0.02971522708057082,-1.203277401128221,-43.84111619962772
1447.542436802215,0.03170190026186999,-1.236337859428934,-44.47831012341825
1469.117583530943,0.03168586590086112,-1.271315995479149,-45.1054341947268
1491.014300767403,0.03233631495973765,-1.308618200958773,-45.71429028222343
1513.237381414871,0.03322484848941932,-1.343344928769179,-46.31141535697992
1535.79168981328,0.03284564130159234,-1.384592217649459,-46.97277475764562
1558.682162803958,0.03347650701844965,-1.426598205802483,-47.57657387737081
1581.913810810242,0.03487185511340625,-1.468145060093592,-48.23633732646528
1605.491718934185,0.03467004458676486,-1.506391139211916,-48.89554862653853
1629.421048069629,0.03579601147503877,-1.553594931261653,-49.52602807776078
1653.707036031848,0.03363110283677651,-1.595453652521561,-50.18988056115079
1678.354998704041,0.03303340689704376,-1.636494445066745,-50.84796100572898
1703.370331200909,0.03683651650607702,-1.690756755106649,-51.56717976354122
1728.758509049571,0.03448198485512764,-1.732560815073433,-52.24559997829341
1754.525089388091,0.03478980063048944,-1.785219241434792,-52.91894432662404
1780.675712181856,0.03293220040548817,-1.830933192597558,-53.62478925428462
1807.216101458094,0.03357092437641901,-1.879445623115795,-54.328114406216
1834.152066558788,0.03466522730392894,-1.934718255239445,-55.03006251504024
1861.489503412263,0.03420720720396984,-1.989327724712645,-55.7513698665191
1889.234395823727,0.03634894018787028,-2.041354334984354,-56.4677561410832
1917.39281678505,0.03583305850751639,-2.1035049305307,-57.22990520669185
1945.97092980406,0.03368518878360083,-2.156765275482065,-57.93725344918629
1974.974990253652,0.03428327850804165,-2.216857653922569,-58.64972371806525
2004.41134674101,0.03436117808933682,-2.278716764888978,-59.42011522267674
2034.286442497235,0.03534802115871932,-2.336051200272465,-60.18545007651167
2064.606816787675,0.03341024833153343,-2.40162619596676,-60.94649708415449
2095.379106343295,0.03731051543895163,-2.470421386153717,-61.71052482996581
2126.610046813363,0.03468988793803204,-2.53640706394453,-62.50286507594663
2158.306474239797,0.03413576607779475,-2.600000052958404,-63.29425184140905
2190.475326553485,0.03491126491777861,-2.676080446316814,-64.05968682828022
2223.123645092907,0.03779776547099661,-2.741874716858572,-64.85489596911818
2256.258576145389,0.03719838736418977,-2.819234063150311,-65.66187411581825
2289.887372511335,0.03502454833914957,-2.898548731450401,-66.46060291584345
2324.017395091767,0.03395346308819805,-2.973926001694505,-67.28009890660151
2358.656114499529,0.03730325357093922,-3.053575626550218,-68.04252244207743
2393.811112694509,0.03753703096578779,-3.130600997766689,-68.84440418575886
2429.490084643226,0.03634891513692587,-3.214443919505054,-69.69363620715781
2465.700840003159,0.03912291848169551,-3.296378946623997,-70.5274167561908
2502.45130483218,0.03715183549460757,-3.381718826407443,-71.33835776928942
2539.74952332346,0.03545546206826468,-3.468722577249781,-72.17066402065119
2577.603659566244,0.03814577177352263,-3.562210292626067,-73.03425630111168
2616.021999332849,0.03736350131318557,-3.654534306390142,-73.86424231276735
2655.012951892326,0.03819902464693893,-3.743362580117624,-74.68160908758219
2694.585051851131,0.03825298982353099,-3.849647611155707,-75.56102179916061
2734.746961021238,0.03831576841558434,-3.937201846159522,-76.38161181621072
2775.507470316094,0.03994304604494892,-4.04019867503003,-77.27965645854039
2816.87550167484,0.03583258816847167,-4.138450523507439,-78.13717603234306
2858.860110015202,0.03708815933174502,-4.243752397510884,-78.97387232966665
2901.470485215491,0.0409582252580338,-4.348818567383879,-79.81845882766939
2944.715954126156,0.03579648108430712,-4.446936458054409,-80.71227805333473
2988.605982611296,0.03917978503075807,-4.568477900415264,-81.58546266360693
3033.150177620621,0.03892049345570727,-4.67659003607365,-82.44279564708722
3078.358289292288,0.04365105869662316,-4.786817394833133,-83.30306115421192
3124.240213087073,0.03632228833880543,-4.904538279991279,-84.18131552835678
3170.805991954359,0.0380197155327153,-5.027118298754413,-85.02451248802697
3218.065818530408,0.03774817657126741,-5.142517698986142,-85.94821752811572
3266.030037369392,0.04178818642849789,-5.26077236907156,-86.77231082635804
3314.70914720768,0.04134138232641016,-5.385678690703706,-87.70869194657206
3364.113803261872,0.04118224823124562,-5.50875003167301,-88.51729737414894
3414.254819561093,0.03875793954357699,-5.638397269271022,-89.43641055986936
3465.143171314031,0.0427271142316222,-5.774844559409743,-90.30418998470367
3516.789997311274,0.04279331795488762,-5.899887174361567,-91.16954896243504
3569.206602363441,0.0422961646329348,-6.032216868108363,-92.05179669933739
3622.404459775656,0.04538473107571984,-6.168830259775766,-92.93936129476916
3676.395213858907,0.03984335388374866,-6.304273752841643,-93.75778439181778
3731.190682478827,0.04142748997112447,-6.435697147620393,-94.68620985286566
3786.802859642474,0.04274306877881707,-6.580536615001231,-95.56673461539813
3843.24391812366,0.04383812992915675,-6.726127203473721,-96.4160703210184
3900.526212127409,0.04585969412642305,-6.870614674057793,-97.30389449863611
3958.662279994134,0.04313641817129948,-7.017214567057124,-98.14988642739866
4017.66484694411,0.04229678683992544,-7.163748838877902,-99.03633489147049
4077.54682786286,0.04421311421045272,-7.31762596663806,-99.84681507863874
4138.321330128053,0.04539174474692272,-7.475132921854777,-100.7336259116605
4200.001656478536,0.0473795298555038,-7.632452336392479,-101.6206155430629
4262.601307926135,0.04734487165596622,-7.790661422936224,-102.4079007800655
4326.133986710833,0.04249427923132502,-7.943319343875239,-103.3224090848606
4390.613599300024,0.04730775412855748,-8.103930959578477,-104.142275731446
4456.054259432456,0.04953017087814777,-8.264731052272449,-104.9864225909325
4522.470291207533,0.0507567573159724,-8.437909922187401,-105.8204453449312
4589.876232220678,0.04956414632355924,-8.598093495978006,-106.6067706302522
4658.286836745422,0.04789714872499646,-8.771883639416888,-107.4974554779835
4727.717078962918,0.05413826749645258,-8.947483920664553,-108.2875138566159
4798.182156239595,0.04888708948913575,-9.102934150736671,-109.0776777272977
4869.697492453658,0.04380856907163237,-9.280939215336584,-109.9601784673413
4942.27874137117,0.04844859647616744,-9.45207097633012,-110.7285593913262
5015.941790072467,0.05031088215268416,-9.643035384811739,-111.5336202234314
5090.702762429616,0.05220619291340579,-9.814421354258091,-112.3666198504965
5166.578022635729,0.04741572648613196,-9.989700230833966,-113.1694145517243
5243.584178786865,0.04539141656193138,-10.17797339488588,-114.013351869527
5321.738086517322,0.04819781891534722,-10.36269449380607,-114.728726178039
5401.05685268912,0.04924656840569164,-10.5503515109279,-115.4649940813344
5481.557839136463,0.05372375278326993,-10.73820427303604,-116.1764415617757
5563.258666466015,0.04520134911580756,-10.93238468046959,-117.0670450676169
5646.177217913823,0.05225725111920017,-11.10576749704245,-117.7860391518128
5730.33164325972,0.04757993656658848,-11.31218398139622,-118.5575952600058
5815.740362800075,0.05670491631764742,-11.49974453319739,-119.292885075393
5902.422071379745,0.04526716949521899,-11.70100059291223,-119.9964860828835
5990.395742484145,0.05341270912557636,-11.88534848956054,-120.8995573084428
6079.680632392282,0.04584119675613442,-12.09667758205315,-121.5421679145598
6170.296284391704,0.0523887420194288,-12.30568845816307,-122.2114652272458
6262.262533056279,0.05262653697341568,-12.49158286741924,-123.1153049513505
6355.599508587701,0.05738877540972358,-12.70795490426314,-123.7041453732121
6450.327641221746,0.05194609374160676,-12.90055026662668,-124.3510371059832
6546.467665700174,0.060540228377971,-13.12412018556892,-125.1150337486254
6644.040625809289,0.05762577112324332,-13.32286719465477,-125.7930325693366
6743.067878986149,0.05390357151619202,-13.52336865997339,-126.5888391980733
6843.571100993434,0.06115083296229282,-13.72142492494815,-127.2613222938246
6945.57229066397,0.04115823248336883,-13.96347463057531,-127.8591959634116
7049.093774716003,0.06211004537886359,-14.1501789164468,-128.5710417655371
7154.158212640209,0.05732984304357913,-14.35758238308003,-129.1707006494515
7260.788601659563,0.0635742622101399,-14.57348102318406,-129.7363742178946
7369.008281763135,0.05741214462951023,-14.78236186423564,-130.4914219916528
7478.840940814892,0.05072892639202947,-15.01548825652239,-131.1146465563301
7590.310619738679,0.0621256570715248,-15.20477821392875,-131.7762535477106
7703.441717780442,0.05789633238897135,-15.45299695941352,-132.2272384632763
7818.25899784891,0.06241455705910888,-15.66378692139292,-132.9495375236204
7934.787591935879,0.05751574106891442,-15.86872145063696,-133.5319804604675
8053.053006617255,0.04697229980090395,-16.08496599077261,-134.1976469850277
8173.081128636127,0.06092237902341348,-16.29251155484717,-134.835358870933
8294.898230569017,0.06412322394850745,-16.51025132871974,-135.5208695091021
8418.530976576616,0.05522357280541393,-16.75365534485168,-136.0210026640946
8544.006428240213,0.06823452412515738,-16.99811927570045,-136.5497691503219
8671.352050485113,0.06498359206114039,-17.20346027423063,-137.268582388539
8800.595717592354,0.05690055059699739,-17.40804142553755,-137.6692028549507
8931.765719300023,0.06737910110435918,-17.64052470878985,-138.1566619033336
9064.890766995495,0.06566671132223226,-17.90712340306092,-138.7505208199972
9200,0.06430351957480802,-18.12359615067554,-139.2453582278751
