Frequency (Hz),Channel 1 (dBV),Phase (deg),Channel 2 (dBV),Phase (deg)
0,16.99792493628604,0,-4.139721389784923,0
42.98250440140845,16.68834382645559,0.02232458549917917,-4.449277902163224,0.04810770832170808
85.9650088028169,13.18761624551631,0.04409169499260151,-7.959289341131978,0.09516682082559647
128.9475132042253,2.748613332774754,0.06886230328194397,-18.46706116972667,0.4450586068171861
171.9300176056338,-20.09312931472472,0.1583064631655424,-42.50696167159379,8.419423471509234
214.9125220070422,-80.30005113432814,61.01586538952727,-57.25609116224918,149.2952737476849
257.8950264084507,-84.01816469000183,54.84134831920334,-58.07554456612977,169.2309207405713
300.8775308098591,-86.34059834465586,112.9291191094743,-60.52702265634602,12.54751766739868
343.8600352112676,-85.61347076172038,139.0721607945555,-61.64065598074926,49.61745678285321
386.842539612676,-86.78889314751368,126.2347101303864,-65.38226876202788,65.70799396387335
429.8250440140845,-82.08054971096354,92.84552329256537,-78.2964674745197,165.3522888810857
472.8075484154929,-78.5345700132025,77.78002902887839,-63.44749821044735,15.17297711016132
515.7900528169014,-77.42968598109252,63.84252660240637,-61.37452085128746,17.36539412271935
558.7725572183099,-76.31920197058594,67.34258759801052,-61.62094118116983,9.52007576326166
601.7550616197183,-76.12306632469968,74.53617243227804,-63.36594348838104,160.3960008845251
644.7375660211267,-79.35522083396958,75.41035789978434,-62.40294278648076,132.3854531500874
687.7200704225352,-87.93979847030434,83.84279105261231,-64.50387289047372,109.83302266424
730.7025748239437,-89.95302265792557,32.65655834504231,-67.048792839374,117.4309124800559
773.6850792253521,-82.47526653622458,53.60361215885739,-68.05829936072958,143.0867524582713
816.6675836267605,-76.46002660080144,22.89873931499217,-45.33730407110031,173.5207434008615
859.650088028169,-54.59377236779328,175.0209116168878,-16.46507167780768,173.4229603111708
902.6325924295775,-42.01886819122295,173.850897988009,-3.520500736319642,173.3885022712047
945.6150968309859,-37.06610549437359,173.7589972280036,1.482531207374121,173.4073138643008
988.5976012323943,-36.31218461304509,173.6812957412726,2.241882324560674,173.4372552599755
1031.580105633803,-36.40988001839396,173.637530889799,2.153416553933023,173.4610716177104
1074.562610035211,-38.66481514347529,173.5923325051827,-0.1027559837710797,173.4819260948174
1117.54511443662,-46.86082354939789,172.96108782509,-8.346227116697072,173.4949120411252
1160.527618838028,-64.73942703186512,164.7732849847417,-26.79881752019494,173.0820417008701
1203.510123239437,-83.15319117175653,100.3707032001609,-61.71119570594066,122.8600874867168
1246.492627640845,-86.37188467613893,91.06024603913716,-59.88255600404865,131.5624784475632
1289.475132042253,-80.89922966763238,96.35228217715715,-61.85451808829225,134.8950035775297
1332.457636443662,-77.7345911570587,99.08928429677881,-69.0329775539403,140.5261378120537
1375.44014084507,-76.7874832842233,96.17321942097666,-75.93203797098568,32.77964989177489
1418.422645246479,-75.49985842267506,97.29043917654347,-70.10839260469136,111.7384972249451
1461.405149647887,-76.52540942650671,98.93688710992656,-67.56398973809083,107.5532424630271
1504.387654049296,-81.21052655205528,81.47425979990352,-66.58001166107097,98.15389017357984
1547.370158450704,-85.93109324480066,47.66013886104992,-65.83081794277928,72.1018419446204
1590.352662852113,-90.04946656819671,49.55088610712301,-65.85610332191182,71.48508579518126
1633.335167253521,-88.74248939787404,68.33047147459558,-67.54342469926397,71.33263270525796
1676.317671654929,-90.23520590123789,90.89128021792429,-71.66229022095814,75.3785314092801
1719.300176056338,-84.95124313711663,150.8956745434031,-78.12567328694611,174.2766488260079
1762.282680457746,-81.12548037031091,160.4824821215475,-70.21929926800928,126.409621516831
1805.265184859155,-80.73444285187813,176.0782306667529,-68.90021191893686,126.8467341512722
1848.247689260563,-78.20841636496304,8.340179865668103,-48.87165725778289,169.9249846325477
1891.230193661972,-75.42578467459563,176.4312254383792,-32.44518390698259,166.7646676288592
1934.21269806338,-73.48921748657853,157.8693239213619,-25.64620304684656,166.4505849388657
1977.195202464789,-74.00099759679175,141.5697623407684,-24.13695641008452,166.5317823712051
2020.177706866197,-76.4917797565822,121.9204266486199,-24.10982280795573,166.7258861175946
2063.160211267606,-79.73181721201377,84.7522890807997,-25.38399546147547,166.8718815339691
2106.142715669014,-78.6979622449096,19.82327121749093,-31.61565178484101,167.2658545383621
2149.125220070423,-76.16458323527914,166.0834569458631,-46.10030111287459,168.7693798815692
2192.107724471831,-76.88210732624388,144.281248095734,-65.24954801771167,151.3178672021959
2235.09022887324,-79.499919389852,126.8890208304684,-65.28137691911675,125.4249811936496
2278.072733274648,-82.96614419290457,109.0056033536759,-65.9380842071181,118.8545364224725
2321.055237676056,-84.26717741070922,85.70692326818062,-65.71568164675423,116.1336457707919
2364.037742077465,-88.14749321017717,73.37021995985748,-67.83669005090582,123.243083038544
2407.020246478873,-100.8289175320717,122.3450150252177,-69.42207562384361,153.015357983767
2450.002750880281,-87.19253538435629,73.12916309510142,-67.43089061603841,161.6427750743701
2492.98525528169,-82.71898661124214,43.21706490701855,-67.77027521608221,173.0647256938369
2535.967759683098,-80.70308619324766,23.89800444468794,-67.15138443881335,20.16792527418889
2578.950264084507,-80.51350516952544,10.54577356133535,-67.59640068657662,54.50274134512946
2621.932768485915,-80.57324981207285,170.8903887361155,-67.10836633790609,99.58776161838007
2664.915272887324,-81.22248471385413,147.6940074301515,-66.49122475213413,132.5783675571101
2707.897777288732,-82.07612156797887,127.7467142395456,-66.63430172595808,161.7847912400661
2750.880281690141,-82.42046936705037,119.0405123388168,-65.88283776099082,174.7172333677711
2793.862786091549,-83.16287486443784,120.0881600296911,-65.01085550641452,168.5366303704181
