#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B80BF5
#Date Time: 2026-02-04 18:02:07.278
#Start: 1 Hz
#Stop: 1000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.46618 V
#Offset: -7.13091e-05 V
#Relative: no
#Channel: Channel 2
#Range: 5.4682 V
#Offset: -6.92119e-05 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1.000000000000001,-0.004193846069126974,0.02155652160082671,-0.305860624533139
1.047128548050901,-0.004755849150872534,0.02388339277223567,-0.3185041964822517
1.096478196143186,-0.005548128085834858,0.02613685576600689,-0.3231352847058631
1.148153621496884,-0.005259783609477896,0.0260874816976,-0.3296214212853386
1.202264434617413,-0.00622830005338481,0.02803211620693479,-0.3771169223866799
1.258925411794169,-0.00745449155670014,0.03250255555374242,-0.379571771030955
1.318256738556409,-0.005032730441125619,0.03452282212723443,-0.3995150511496617
1.380384264602885,-0.005033252524204142,0.0341576634866667,-0.4130925094962059
1.445439770745929,-0.005309642315668528,0.03883597102573194,-0.4276114209752961
1.51356124843621,-0.007368695063486083,0.04413803032991739,-0.4514777499909073
1.584893192461114,-0.00445279764858454,0.04606214997105135,-0.4652574895054897
1.659586907437563,-0.005103484482026911,0.05084011664732531,-0.4983059877744012
1.737800828749376,-0.006415404799300375,0.05658985855444305,-0.5319361786959007
1.819700858609984,-0.007609646505273165,0.0608094194828555,-0.5487309286140487
1.90546071796325,-0.006749951359828497,0.06547653493279509,-0.5772626224556916
1.995262314968881,-0.007553481938933158,0.07343633623117013,-0.6032844933263277
2.089296130854041,-0.006476857061783161,0.07669989819485984,-0.6389783833050444
2.187761623949554,-0.006427326340345775,0.08430019250625163,-0.6594439040858617
2.290867652767774,-0.00649114673212282,0.09350069323117106,-0.6916635785384244
2.398832919019493,-0.006813893712506618,0.09973125184811109,-0.7430338911804881
2.511886431509582,-0.007890206337431793,0.1115477125137472,-0.7646615652278328
2.630267991895384,-0.00617769281354727,0.1198467668277988,-0.8002727735723951
2.754228703338169,-0.008036984955290379,0.1324661470267049,-0.8470996322658362
2.884031503126609,-0.009627446276797482,0.1461005381782191,-0.8924348528786972
3.019951720402019,-0.008493254139535659,0.1603368690164802,-0.9182268429798199
3.162277660168383,-0.006804999347480816,0.1710476893410914,-0.9642702108111791
3.311311214825914,-0.00783546407490709,0.1903040802820757,-1.031959057731342
3.467368504525317,-0.008773898563245671,0.2095569742245906,-1.091096984251323
3.630780547701018,-0.009768127277443002,0.2308782744298815,-1.153979107943712
3.801893963205617,-0.009696403811361652,0.2509388608891306,-1.208863555241876
3.981071705534974,-0.009648872260992638,0.2753636173682205,-1.274787145860444
4.16869383470336,-0.009611414018496019,0.3039661073861896,-1.36379660022471
4.365158322401665,-0.01071031814681733,0.3344470912202741,-1.424778910920053
4.570881896148753,-0.01028840467428844,0.3682324099417185,-1.514376862993842
4.786300923226389,-0.01166080161528057,0.4036619513359397,-1.604299925979106
5.01187233627273,-0.01271247781540781,0.4460352516865187,-1.681586203440958
5.248074602497728,-0.01408592156866879,0.4920018897102117,-1.78710021715392
5.495408738576254,-0.01499695829370088,0.5427235082131475,-1.897149449773437
5.754399373371577,-0.01646328189409952,0.5968857430941567,-2.03240312323112
6.02559586074358,-0.01611724513246689,0.658711091047945,-2.158682127743223
6.309573444801936,-0.01701979763736098,0.7305174871553999,-2.310712287927089
6.606934480075965,-0.01967916099193549,0.8072032299189347,-2.459954925667404
6.918309709189369,-0.02144847872735896,0.8934389287267773,-2.639482120978073
7.244359600749906,-0.02300777088508751,0.9897615438519161,-2.856314034117403
7.585775750291844,-0.02351097403732354,1.096491165136146,-3.074897173685416
7.943282347242821,-0.02557274377120753,1.213399963347837,-3.307977231610394
8.317637711026718,-0.02984654569590641,1.347767025417141,-3.599934533100992
8.709635899560816,-0.03099325006684568,1.496904572116209,-3.900712053569393
9.120108393559105,-0.03565013216590446,1.667873343541117,-4.268119824304801
9.549925860214369,-0.03945734108825739,1.859268094420108,-4.672866619669279
10,-0.0457481179157752,2.078450298840004,-5.176548904575185
10.47128548050901,-0.05155563669217657,2.327714819566151,-5.750910172404943
10.96478196143186,-0.06068925283769896,2.616130049749889,-6.441153515518579
11.48153621496883,-0.07050827080960223,2.944987824485721,-7.312098293383031
12.02264434617414,-0.0830249351595192,3.329803169003626,-8.387063301190565
12.58925411794168,-0.1009766780412279,3.776779078120661,-9.7639103180046
13.18256738556408,-0.1254050839628222,4.304407207594124,-11.57714646440374
13.80384264602886,-0.1615030306412004,4.916266282087404,-13.9875697169513
14.45439770745929,-0.2136673751238092,5.611378387685426,-17.16117324944484
15.13561248436209,-0.281056413482461,6.356454231832471,-21.15923169955714
15.84893192461115,-0.3746897020466938,7.095123606793315,-25.84328143443278
16.59586907437562,-0.4803231121170934,7.775162184269423,-30.89644178728305
17.37800828749376,-0.5989643131280257,8.385912775683297,-36.1047638972545
18.19700858609984,-0.7273435982782485,8.926783410133069,-41.46690199912977
19.05460717963249,-0.8690753841681116,9.404177747416682,-47.17034626922178
19.95262314968881,-1.016121693290835,9.813981763568613,-53.52491518009727
20.8929613085404,-1.167298923071805,10.14066952895721,-61.02784515601456
21.87761623949554,-1.315351719540854,10.34716742455126,-70.48630536119421
22.90867652767775,-1.401521333876176,10.27604546864577,-83.75729320330878
23.98832919019491,-1.11403551570858,8.651666849781874,-112.1529561918688
25.11886431509582,-0.4758587274605527,3.712911257755389,-138.9249238607654
26.30267991895384,-0.3588756952676184,2.037526556849574,-145.0277416379778
27.54228703338168,-0.2820714706885057,0.6336394038487856,-149.2317054446451
28.84031503126609,-0.2300099072013276,-0.6284924880904723,-152.4510320330888
30.19951720402019,-0.1888543741081297,-1.812352078961931,-155.0301613019013
31.62277660168381,-0.1584892468902059,-2.936985754811001,-157.1527102466316
33.11311214825913,-0.1354076928586255,-4.023482027393682,-158.9100350329098
34.67368504525317,-0.1159858174645364,-5.076488447205253,-160.3959265221699
36.30780547701016,-0.09933990153280557,-6.099351570140255,-161.6677663656013
38.01893963205612,-0.08774241039331533,-7.098578087596067,-162.7041038792176
39.81071705534973,-0.07945383915180901,-8.078998528294118,-163.6098319672464
41.68693834703357,-0.06975540450191964,-9.037810526811406,-164.3651635334529
43.65158322401661,-0.06324062224737255,-9.981832440787933,-165.0458523757538
45.70881896148752,-0.05786167389024176,-10.91548568491002,-165.6056656717168
