Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,5.586175107615407,0,-38.76156615348302,0
4.8828125,5.242334768522151,179.7985467420353,-39.01014469121505,1.237805597722172
9.765625,1.674867328180205,178.9917852748578,-42.23859583161136,3.896662483752116
14.6484375,-8.692291362488543,175.9098977820955,-52.10041586813119,14.55531520805622
19.53125,-26.65980209295411,158.5353110570638,-64.92051554837258,108.7914767042008
24.4140625,-28.90237767802161,163.1974294582897,-59.75160021759212,151.4412663708158
29.296875,-25.16912530443665,1.663781836643758,-57.31132091824121,166.7411435007517
34.1796875,-25.45848283414156,16.41665026485138,-58.21649228825932,177.1060950465724
39.0625,-32.35181913768329,38.13024947582817,-64.20763709110648,3.959542462178796
43.9453125,-34.43021581767101,113.998853382884,-72.4388731901462,69.16801703290825
48.828125,-30.0516787662949,136.4958006018757,-70.29732749798578,118.7205569207569
53.7109375,-28.18371586330589,153.4421440092274,-71.01114047072497,165.6982427096384
58.59375,-27.04067189883757,157.4611202198305,-69.88058145430416,38.31225498661274
63.4765625,-26.43219181829316,158.9797292856787,-64.53363369243684,78.80524791935338
68.359375,-25.89273308671774,169.4176848909321,-62.32391298021234,79.64023246785956
73.2421875,-27.20846589953779,171.955988519075,-64.85537138375426,83.70550252105276
78.125,-32.96555593479604,153.0192493174499,-69.73833541241837,137.2340108751436
83.0078125,-39.33779454082958,25.59257443134964,-66.47350165101005,26.73714333966479
87.890625,-27.08672181153375,3.683632111637866,-60.5071696158481,59.93574435279422
92.7734375,-23.31745236483384,16.26593654737872,-56.74354628919896,74.77000373044139
97.65625,-23.62941923066195,25.13733049824146,-56.31849070791031,89.98053622390053
102.5390625,-25.39012592588163,35.69421278687511,-55.63727922596826,105.8396480116336
107.421875,-24.69998217891998,55.99460165552075,-53.99319900918856,107.3304655501313
112.3046875,-24.13503137853114,75.09710123683318,-53.79556272163526,112.4795703648802
117.1875,-24.93514767794087,98.98053953509951,-54.10107417516375,128.6141523652286
122.0703125,-24.91607153187859,111.0244368570644,-54.58428339878013,136.0858518080114
126.953125,-25.94738002301834,111.5615741455389,-56.73360028458487,140.865126377736
131.8359375,-28.0774363728977,128.036861344179,-59.82019821814178,162.5779086367129
136.71875,-28.74244382970538,138.8648029949647,-64.83060463957766,174.5843101725321
141.6015625,-31.13002887943743,129.2763420096766,-75.76175875319223,40.78176564844174
146.484375,-35.82902007922196,131.3056178878789,-64.4496840864921,178.9741238420736
151.3671875,-40.2390012350888,131.1474938050571,-63.30404738821561,172.7648114288416
156.25,-45.9485226931215,170.2188288006699,-61.32903287704141,171.2738678710285
161.1328125,-30.87585495334946,138.7652018716867,-56.90684588663441,171.5187102432292
166.015625,-27.28356485856822,134.7449499080654,-55.47034438323197,167.5188112513017
170.8984375,-27.63265932082,131.3041278649287,-56.44190007132514,157.4723818235193
175.78125,-29.41106475045359,123.3687814447324,-57.72447696860517,146.119394955885
180.6640625,-34.04411835721974,96.12146306319414,-61.42234262471128,109.3546270867048
185.546875,-39.21453001475938,172.0760959708412,-61.79412897407445,40.84114066345714
190.4296875,-29.97592119729014,133.6555076184889,-59.58919452259266,12.7273531054581
195.3125,-27.12124195391037,146.6091683298785,-58.04040765548268,14.93202721943791
200.1953125,-27.88343394361755,6.755738652677585,-58.50373593214706,40.64707548619138
205.078125,-24.89274400684263,49.13957107347209,-55.86560532415577,78.52228622346151
209.9609375,-22.25444496201167,63.05600769138059,-53.49916597510183,91.11399051781268
214.84375,-21.08785984564242,69.72418796724202,-54.40558318222162,97.32646179051913
219.7265625,-22.26653370605982,72.27566687311678,-59.29286647856073,108.3177747461606
224.609375,-26.8053596958427,71.08036283444709,-68.0390123441087,43.73108830676684
229.4921875,-31.85750573794971,74.99929402100456,-56.50533252346228,83.97003151079288
234.375,-30.29719588937074,118.3620467501563,-52.70710391908632,78.04080076937458
239.2578125,-26.24152492353314,142.7468310362209,-51.36563156128352,72.49975339272693
244.140625,-26.20808726538297,146.6463409918141,-53.32178294399972,74.68061363437998
249.0234375,-28.18915711105187,142.1567123578267,-60.95278082140016,71.90898733268673
253.90625,-32.066445961619,135.0074703721276,-67.29108912201289,124.832183870108
258.7890625,-46.85300594769951,59.25081764344537,-59.26075037688246,101.2528758813158
263.671875,-33.62906461709459,146.5146219053685,-57.58111852350797,92.52725330146063
268.5546875,-30.45367777994162,137.5222289842804,-59.31956994879,88.53477225060414
273.4375,-27.27486362425924,132.5155749710312,-63.52180760196343,57.89058956041674
278.3203125,-24.0160220708141,138.9311906712639,-58.2690817432355,21.55587595839464
283.203125,-23.03167242223454,150.9194112660405,-55.32393818472609,22.8520801732899
288.0859375,-23.97276097308375,158.972394314117,-58.07905525299262,31.03404822477777
292.96875,-25.9441376880836,164.8249271609058,-69.88829126188202,52.91567444752678
297.8515625,-29.56277003753994,176.964803686617,-61.30834363353381,26.97487489702093
302.734375,-39.44304193932032,0.162890293959782,-52.98729385711474,35.09935798485427
