Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,5.576316937204052,0,-39.71604853288385,0
4.8828125,5.292251420251119,1.107253769477202,-40.05245775733941,178.921961086385
9.765625,1.810964300891335,2.416428056357572,-43.62852006924659,177.5328587661844
14.6484375,-8.7180502475236,6.282373830023233,-54.61391490442875,173.7690257017069
19.53125,-34.19488324991736,22.13616483192694,-77.38026880237902,32.23969374633523
24.4140625,-32.91317816235951,45.36608034645762,-71.77480623692277,11.20678107899659
29.296875,-29.41292455518695,30.67129581831438,-73.84563777216825,24.00884620519585
34.1796875,-29.89737548974063,5.180953962611158,-72.59447230280936,44.2734123532401
39.0625,-30.27779539771304,137.8214770446873,-71.78281071300141,71.25532742138984
43.9453125,-28.91618847209972,112.4085146357431,-75.22381002057026,97.76476285020996
48.828125,-31.86219087978267,109.868201705632,-84.73172641998416,153.4383901920828
53.7109375,-46.46592476401228,67.82051767930814,-80.40049972861243,57.57341212874541
58.59375,-32.64580160332582,119.0835330127129,-75.09173161554915,68.70012952152319
63.4765625,-27.13376885678496,113.1440485910169,-75.39343435822335,74.43313200421363
68.359375,-25.17845491915945,127.7928949487266,-84.35599984130474,112.1689726199047
73.2421875,-23.83982871504215,139.9735407708977,-81.10356014071378,26.97938254905546
78.125,-23.89837117362584,142.2359026118446,-75.73147036634266,41.92189239994861
83.0078125,-25.30417014019612,148.0499746816699,-72.94790198223856,52.58883234413442
87.890625,-27.39621735297941,165.5430175464485,-72.61594591823118,59.10433281597669
92.7734375,-27.5305393058783,10.66977199140623,-71.46373114914871,61.85691270057136
97.65625,-24.99367754227264,24.21272087148431,-68.23082620400135,65.5029622000183
102.5390625,-22.95437679414925,29.75958746752231,-65.52646037365788,63.77416923920741
107.421875,-22.57890494735729,25.40942178654201,-63.85212678261279,56.32722303051752
112.3046875,-23.1021523622125,10.77056681669923,-62.65783738112243,51.95987367829991
117.1875,-24.59512524175504,175.7145562645497,-62.48270824499562,49.61933721167011
122.0703125,-27.89767818164565,153.6393463005009,-63.72552104144722,45.3009597913637
126.953125,-30.20546073853835,113.5386445206924,-65.96829882016823,46.30331649278715
131.8359375,-29.91925587555836,75.53971360362247,-69.40553744403559,57.28373779111159
136.71875,-28.67429294259147,55.3455302497298,-74.04795150381591,80.7616699825999
141.6015625,-27.98358498522276,45.76227906856914,-76.0550919939316,112.8595854528343
146.484375,-28.43745469436789,30.18295184034664,-77.624312322745,137.3786774605524
151.3671875,-30.18955184297378,14.84259849429735,-81.77873207063934,170.8681982051287
156.25,-29.3785259799831,174.6713754487564,-78.57805476804081,27.36307739380955
161.1328125,-26.21010178825189,162.9027578312175,-72.12355370752456,30.37008664052425
166.015625,-25.81695915025109,153.1808318192782,-70.33218711755764,24.6404883043878
170.8984375,-26.20399077011228,134.410596174031,-70.83798927542244,9.90204832937888
175.78125,-26.63047455678029,112.7171903201856,-71.07217662891665,169.3191855220019
180.6640625,-27.86066368383978,86.23002765503338,-70.10015162724892,142.4872225810248
185.546875,-30.7484954036768,68.51281971747385,-69.04670316735927,135.6561244596584
190.4296875,-40.88623334310299,17.91144450226367,-69.47845826029977,151.0879602859173
195.3125,-32.30119556075894,108.9527904737975,-69.09244417287701,175.5046713094391
200.1953125,-28.73015157583053,92.8977934860948,-68.25652666329007,23.25828268814191
205.078125,-31.22657312673887,86.37864811588534,-67.89839260858449,44.42221808002083
209.9609375,-34.30808891060562,114.5968717264731,-69.59579854071069,59.63568629325833
